NORAD_CAT_ID,TLE_LINE0,TLE_LINE1,TLE_LINE2,CREATION_DATE,OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,SEMIMAJOR_AXIS,PERIOD,APOAPSIS,PERIAPSIS,OBJECT_TYPE,COUNTRY_CODE,LAUNCH_DATE,SITE,DECAY_DATE,LAUNCH_YEAR,LAUNCH_SEQ,EPOCH_FINAL,ORBIT_CLASS,EVENT,DURATION,RCS_SIZE
952,0 SL-7 DEB,1 00952U 64080  D 64360.65178055  .01471950 +43796-2 +00000-0 0  9998,2 00952 048.7508 286.7361 0112646 192.8198 166.9777 15.87557677002475,15/08/2004 23:35,SL-7 DEB,1964-080D,25/12/1964 15:38,15.87557677,0.0112646,48.7508,286.7361,192.8198,166.9777,247,0.0,0.0147195,0.0043796,6687.273,90.705,384.468,233.809,DEBRIS,CIS,11/10/1964,PKMTR,01/01/1965,1964,80,26/12/1964 07:17,LEO,1,82,SMALL
953,0 THOR ABLESTAR R/B,1 00953U 64083A   25193.53085650  .00000036  00000-0  36262-4 0  9992,2 00953  90.0218 191.9720 0031506 355.3586 115.5237 13.58806344  2455,12/07/2025 17:51,THOR ABLESTAR R/B,1964-083A,12/07/2025 12:44,13.58806344,0.0031506,90.0218,191.972,355.3586,115.5237,245,3.63e-05,3.6e-07,0.0,7418.17,105.975,1063.407,1016.664,ROCKET BODY,US,13/12/1964,AFWTR,,1964,83,13/07/2025 01:28,LEO,0,22127,LARGE
954,0 SL-7 DEB,1 00954U 64080  E 64357.98340128  .01419153 +39474-2 +00000-0 0  9999,2 00954 048.7616 301.3055 0105462 182.7864 177.1543 15.84535671002053,15/08/2004 23:35,SL-7 DEB,1964-080E,22/12/1964 23:36,15.84535671,0.0105462,48.7616,301.3055,182.7864,177.1543,205,0.0,0.01419153,0.0039474,6695.773,90.878,388.253,247.023,DEBRIS,CIS,13/10/1964,PKMTR,01/01/1965,1964,80,23/12/1964 23:12,LEO,1,80,SMALL
955,0 SL-7 DEB,1 00955U 64080  F 64357.68095898  .01176751 +26119-2 +00000-0 0  9994,2 00955 048.7492 303.1987 0116191 178.3757 181.6615 15.80580037002000,15/08/2004 23:35,SL-7 DEB,1964-080F,22/12/1964 16:20,15.80580037,0.0116191,48.7492,303.1987,178.3757,181.6615,200,0.0,0.01176751,0.0026119,6706.94,91.105,406.734,250.876,DEBRIS,CIS,15/10/1964,PKMTR,02/01/1965,1964,80,23/12/1964 08:41,LEO,1,79,SMALL
956,0 THOR ABLESTAR DEB,1 00956U 64083B   25193.38195515  .00000199  00000-0  22517-3 0  9997,2 00956  89.9332 171.2857 0021816 317.8423 197.2446 13.67337388  9688,12/07/2025 17:51,THOR ABLESTAR DEB,1964-083B,12/07/2025 09:10,13.67337388,0.0021816,89.9332,171.2857,317.8423,197.2446,968,0.00022517,1.99e-06,0.0,7387.283,105.314,1025.264,993.032,DEBRIS,US,13/12/1964,AFWTR,,1964,83,12/07/2025 18:20,LEO,0,22127,SMALL
957,0 SAN MARCO 1,1 00957U 64084  A 65256.16982264  .03197122 +32427-1 +00000-0 0  9999,2 00957 037.7509 292.3514 0026092 276.3219 083.3709 16.39117631042294,15/08/2004 23:35,SAN MARCO 1,1964-084A,13/09/1965 04:04,16.39117631,0.0026092,37.7509,292.3514,276.3219,83.3709,4229,0.0,0.03197122,0.032427,6546.291,87.852,185.237,151.076,PAYLOAD,ITA,19/10/1964,UNKNOWN,13/09/1965,1964,84,13/09/1965 08:09,LEO,1,329,MEDIUM
958,0 SCOUT X-4 R/B,1 00958U 64084  B 65030.65468281  .01885436 +77905-2 +00000-0 0  9993,2 00958 037.7648 297.4132 0151890 141.5669 219.5681 15.94870917007126,15/08/2004 23:35,SCOUT X-4 R/B,1964-084B,30/01/1965 15:42,15.94870917,0.015189,37.7648,297.4132,141.5669,219.5681,712,0.0,0.01885436,0.0077905,6666.815,90.289,389.942,187.418,ROCKET BODY,US,21/10/1964,AFWTR,07/02/1965,1964,84,31/01/1965 07:25,LEO,1,109,LARGE
959,0 OPS 6582 (TRANSIT 5E-5),1 00959U 64083C   25193.52857198  .00000138  00000-0  16487-3 0  9990,2 00959  89.9998 187.0244 0040397 224.1231 256.0136 13.62356761  3962,12/07/2025 17:51,OPS 6582 (TRANSIT 5E-5),1964-083C,12/07/2025 12:41,13.62356761,0.0040397,89.9998,187.0244,224.1231,256.0136,396,0.00016487,1.38e-06,0.0,7405.276,105.699,1057.057,997.226,PAYLOAD,US,13/12/1964,AFWTR,,1964,83,13/07/2025 01:22,LEO,0,22127,MEDIUM
960,0 SCOUT X-4 DEB,1 00960U 64076  K 89118.85215253  .04817104 +00000-0 +20723-1 0  9996,2 00960 081.2344 041.9539 0039329 243.0989 115.3401 15.83699735178750,02/05/2005 23:40,SCOUT X-4 DEB,1964-076K,28/04/1989 20:27,15.83699735,0.0039329,81.2344,41.9539,243.0989,115.3401,17875,0.020723,0.04817104,0.0,6698.129,90.926,346.337,293.651,DEBRIS,US,21/11/1964,AFWTR,30/04/1989,1964,76,29/04/1989 16:54,LEO,1,8926,SMALL
961,0 OPS 3358,1 00961U 64085  A 65014.09434905  .05738858 +10491-0 +00000-0 0  9998,2 00961 074.9411 060.3863 0039828 085.0924 275.3632 16.33144549004044,15/08/2004 23:35,OPS 3358,1964-085A,14/01/1965 02:15,16.33144549,0.0039828,74.9411,60.3863,85.0924,275.3632,404,0.0,0.05738858,0.10491,6562.243,88.173,210.245,157.972,PAYLOAD,US,25/10/1964,AFWTR,14/01/1965,1964,85,14/01/1965 04:31,LEO,1,81,MEDIUM
962,0 SCOUT X-4 DEB,1 00962U 64084  C 65003.17736454  .01449909 +32597-2 +00000-0 0  9994,2 00962 037.3281 112.7329 0272661 271.9942 084.8837 15.56280571002826,15/08/2004 23:35,SCOUT X-4 DEB,1964-084C,03/01/1965 04:15,15.56280571,0.0272661,37.3281,112.7329,271.9942,84.8837,282,0.0,0.01449909,0.0032597,6776.574,92.528,583.209,213.668,DEBRIS,US,23/10/1964,AFWTR,21/01/1965,1964,84,03/01/1965 08:30,LEO,1,90,SMALL
963,0 EXPLORER 26 (EPE-D),1 00963U 64086A   21235.23032292  .02177273 -20191-4  95474-3 0  9997,2 00963  19.6919 236.1281 0059753  63.7191 296.9371 16.16536712259780,23/08/2021 17:57,EXPLORER 26 (EPE-D),1964-086A,23/08/2021 05:31,16.16536712,0.0059753,19.6919,236.1281,63.7191,296.9371,25978,0.00095474,0.02177273,-2.02e-05,6607.109,89.079,268.453,189.494,PAYLOAD,US,21/12/1964,AFETR,25/08/2021,1964,86,23/08/2021 11:03,LEO,1,20701,MEDIUM
964,0 OPS 3762,1 00964U 64087  A 65010.34906856  .02717592 +23518-1 +00000-0 0  9990,2 00964 070.0646 033.3510 0018471 137.7978 222.3459 16.33668079003168,15/08/2004 23:35,OPS 3762,1964-087A,10/01/1965 08:22,16.33668079,0.0018471,70.0646,33.351,137.7978,222.3459,316,0.0,0.02717592,0.023518,6560.841,88.145,194.825,170.588,PAYLOAD,US,27/10/1964,AFWTR,11/01/1965,1964,87,10/01/1965 16:45,LEO,1,76,MEDIUM
965,0 OPS 6582 (TRANSIT 5B-5),1 00965U 64083D   25193.47419170  .00000045  00000-0  49750-4 0  9992,2 00965  90.0581 200.5309 0041072 188.5395 287.4707 13.56970252997535,12/07/2025 17:51,OPS 6582 (TRANSIT 5B-5),1964-083D,12/07/2025 11:22,13.56970252,0.0041072,90.0581,200.5309,188.5395,287.4707,99753,4.98e-05,4.5e-07,0.0,7424.86,106.119,1077.221,1016.23,PAYLOAD,US,13/12/1964,AFWTR,,1964,83,12/07/2025 22:45,LEO,0,22127,MEDIUM
967,0 THOR ABLESTAR DEB,1 00967U 64083F   25193.43029481  .00000210  00000-0  23844-3 0  9991,2 00967  89.9506 175.4439 0020699 331.1161 153.5521 13.67227926  9552,12/07/2025 17:51,THOR ABLESTAR DEB,1964-083F,12/07/2025 10:19,13.67227926,0.0020699,89.9506,175.4439,331.1161,153.5521,955,0.00023844,2.1e-06,0.0,7387.677,105.323,1024.834,994.25,DEBRIS,US,13/12/1964,AFWTR,,1964,83,12/07/2025 20:39,LEO,0,22127,SMALL
968,0 COSMOS 52,1 00968U 65001  A 65018.22381921  .00101323 +27768-4 +00000-0 0  9997,2 00968 064.9909 264.0012 0064116 013.2806 346.8873 16.10493257001104,15/08/2004 23:35,COSMOS 52,1965-001A,18/01/1965 05:22,16.10493257,0.0064116,64.9909,264.0012,13.2806,346.8873,110,0.0,0.00101323,2.78e-05,6623.631,89.413,287.964,203.028,PAYLOAD,CIS,03/01/1965,PKMTR,19/01/1965,1965,1,18/01/1965 10:44,LEO,1,16,MEDIUM
969,0 SL-3 R/B,1 00969U 65001  B 65029.21153889  .06316849 +12653-0 +00000-0 0  9999,2 00969 064.9922 222.9057 0000000 000.0000 000.0003 16.41475114002880,15/08/2004 23:35,SL-3 R/B,1965-001B,29/01/1965 05:04,16.41475114,0.0,64.9922,222.9057,0.0,0.0003,288,0.0,0.06316849,0.12653,6540.022,87.725,161.887,161.887,ROCKET BODY,CIS,05/01/1965,PKMTR,29/01/1965,1965,1,29/01/1965 10:09,LEO,1,24,LARGE
970,0 SL-3 DEB,1 00970U 65001  C 65011.82484003  .05097413 +72982-1 +00000-0 0  9998,2 00970 064.9509 287.6863 0089577 014.6767 345.5817 16.12845073000075,15/08/2004 23:35,SL-3 DEB,1965-001C,11/01/1965 19:47,16.12845073,0.0089577,64.9509,287.6863,14.6767,345.5817,7,0.0,0.05097413,0.072982,6617.191,89.283,298.331,179.781,DEBRIS,CIS,07/01/1965,PKMTR,13/01/1965,1965,1,12/01/1965 15:35,LEO,1,6,SMALL
971,0 SL-3 DEB,1 00971U 65001  D 65012.07405397  .03362322 +30659-1 +00000-0 0  9993,2 00971 065.0625 286.5554 0055855 023.9115 336.3470 16.10650632000115,15/08/2004 23:35,SL-3 DEB,1965-001D,12/01/1965 01:46,16.10650632,0.0055855,65.0625,286.5554,23.9115,336.347,11,0.0,0.03362322,0.030659,6623.2,89.404,282.059,208.071,DEBRIS,CIS,09/01/1965,PKMTR,14/01/1965,1965,1,12/01/1965 03:33,LEO,1,5,SMALL
972,0 OPS 3928,1 00972U 65002  A 65040.06142040  .05902710 +11111-0 +00000-0 0  9992,2 00972 074.9706 086.9740 0049238 084.3700 276.1936 16.32277017003873,15/08/2004 23:35,OPS 3928,1965-002A,09/02/1965 01:28,16.32277017,0.0049238,74.9706,86.974,84.37,276.1936,387,0.0,0.0590271,0.11111,6564.568,88.22,218.756,154.111,PAYLOAD,US,11/01/1965,AFWTR,09/02/1965,1965,2,09/02/1965 02:56,LEO,1,29,MEDIUM
973,0 OPS 7040,1 00973U 65003  A 79194.29741405  .08440403 +12013-4 +11877-3 0  9996,2 00973 098.6524 101.9092 0006265 220.4248 139.6301 16.43478098794900,15/08/2004 23:41,OPS 7040,1965-003A,13/07/1979 07:08,16.43478098,0.0006265,98.6524,101.9092,220.4248,139.6301,79490,0.00011877,0.08440403,1.2e-05,6534.707,87.619,160.666,152.478,PAYLOAD,US,19/01/1965,AFWTR,13/07/1979,1965,3,13/07/1979 14:16,LEO,1,5288,MEDIUM
974,0 OPS 7040 DEB,1 00974U 65003  B 65159.86200064  .01462940 +31577-2 +00000-0 0  9997,2 00974 098.8281 047.8741 0066056 170.3723 189.8606 15.48784190021070,15/08/2004 23:35,OPS 7040 DEB,1965-003B,08/06/1965 20:41,15.4878419,0.0066056,98.8281,47.8741,170.3723,189.8606,2107,0.0,0.0146294,0.0031577,6798.422,92.976,465.195,375.38,DEBRIS,US,13/01/1965,AFWTR,17/06/1965,1965,3,09/06/1965 17:22,LEO,1,155,SMALL
975,0 OPS 7040 DEB,1 00975U 65003  C 65185.36980859  .01659195 +42511-2 +00000-0 0  9999,2 00975 098.7675 074.6040 0045518 096.0884 264.4413 15.55689444024870,15/08/2004 23:35,OPS 7040 DEB,1965-003C,04/07/1965 08:52,15.55689444,0.0045518,98.7675,74.604,96.0884,264.4413,2487,0.0,0.01659195,0.0042511,6778.29,92.563,431.008,369.302,DEBRIS,US,15/01/1965,AFWTR,09/07/1965,1965,3,04/07/1965 17:45,LEO,1,175,SMALL
976,0 SCOUT X-4 DEB,1 00976U 64064C   25193.21108462  .00000587  00000-0  32454-3 0  9997,2 00976  79.3150   0.1546 0116242 216.7142 142.6019 14.07614732 95130,12/07/2025 17:51,SCOUT X-4 DEB,1964-064C,12/07/2025 05:03,14.07614732,0.0116242,79.315,0.1546,216.7142,142.6019,9513,0.00032454,5.87e-06,0.0,7245.683,102.301,951.773,783.322,DEBRIS,US,10/10/1964,AFWTR,,1964,64,12/07/2025 10:07,LEO,0,22191,SMALL
977,0 SCOUT X-4 DEB,1 00977U 64064D   25193.33664630  .00000239  00000-0  21508-3 0  9997,2 00977  80.0453 148.1244 0126537 317.8019  41.3443 13.78883460 42599,12/07/2025 17:51,SCOUT X-4 DEB,1964-064D,12/07/2025 08:04,13.7888346,0.0126537,80.0453,148.1244,317.8019,41.3443,4259,0.00021508,2.39e-06,0.0,7345.987,104.432,1060.806,874.898,DEBRIS,US,10/10/1964,AFWTR,,1964,64,12/07/2025 16:09,LEO,0,22191,SMALL
978,0 TIROS 9,1 00978U 65004A   25193.44478435  .00000207  00000-0  27024-3 0  9995,2 00978  96.4011 143.5546 1158991  49.6322 320.0276 12.11109982670484,12/07/2025 17:51,TIROS 9,1965-004A,12/07/2025 10:40,12.11109982,0.1158991,96.4011,143.5546,49.6322,320.0276,67048,0.00027024,2.07e-06,0.0,8009.636,118.899,2559.811,703.191,PAYLOAD,US,22/01/1965,AFETR,,1965,4,12/07/2025 21:20,LEO,0,22087,MEDIUM
979,0 DELTA 1 R/B,1 00979U 65004B   25193.48961881  .00000060  00000-0  10184-3 0  9998,2 00979  96.4048 208.5295 1138039 281.7011  65.8763 12.15399247674290,12/07/2025 17:51,DELTA 1 R/B,1965-004B,12/07/2025 11:45,12.15399247,0.1138039,96.4048,208.5295,281.7011,65.8763,67429,0.00010184,6e-07,0.0,7990.78,118.48,2522.027,703.263,ROCKET BODY,US,22/01/1965,AFETR,,1965,4,12/07/2025 23:30,LEO,0,22087,LARGE
980,0 OPS 4703,1 00980U 65005  A 65026.34676429  .00505997 +82090-3 +00000-0 0  9990,2 00980 102.5450 120.7932 0111621 127.4073 233.6552 16.21839756000415,15/08/2004 23:35,OPS 4703,1965-005A,26/01/1965 08:19,16.21839756,0.0111621,102.545,120.7932,127.4073,233.6552,41,0.0,0.00505997,0.0008209,6592.702,88.788,288.156,140.979,PAYLOAD,US,23/01/1965,AFWTR,29/01/1965,1965,5,26/01/1965 16:38,LEO,1,6,MEDIUM
981,0 ATLAS AGENA D R/B,1 00981U 65005  B 65024.86187432  .16159406 +83656-0 +00000-0 0  9990,2 00981 102.5435 117.9471 0054574 127.9300 232.5707 16.35669922000170,15/08/2004 23:35,ATLAS AGENA D R/B,1965-005B,24/01/1965 20:41,16.35669922,0.0054574,102.5435,117.9471,127.93,232.5707,17,0.0,0.16159406,0.83656,6555.487,88.037,213.128,141.576,ROCKET BODY,US,17/01/1965,AFETR,25/01/1965,1965,5,25/01/1965 17:22,LEO,1,8,LARGE
983,0 COSMOS 53,1 00983U 65006  A 66223.22243885  .05673887 +46015-0 +00000-0 0  9990,2 00983 048.6430 326.2639 0048470 054.8919 305.5894 16.33786382084235,15/08/2004 23:35,COSMOS 53,1965-006A,11/08/1966 05:20,16.33786382,0.004847,48.643,326.2639,54.8919,305.5894,8423,0.0,0.05673887,0.46015,6560.525,88.138,214.189,150.591,PAYLOAD,CIS,19/01/1965,PKMTR,12/08/1966,1965,6,11/08/1966 10:40,LEO,1,570,MEDIUM
984,0 SL-7 R/B,1 00984U 65006  B 65363.85996802  .00751741 +12122-2 +00000-0 0  9993,2 00984 048.6722 007.4055 0140889 135.5878 225.5945 15.93018852050290,15/08/2004 23:35,SL-7 R/B,1965-006B,29/12/1965 20:38,15.93018852,0.0140889,48.6722,7.4055,135.5878,225.5945,5029,0.0,0.00751741,0.0012122,6671.981,90.394,387.847,199.845,ROCKET BODY,CIS,21/01/1965,PKMTR,11/01/1966,1965,6,30/12/1965 17:16,LEO,1,355,LARGE
985,0 SL-7 DEB,1 00985U 65006  C 65043.48747701  .02488024 +76048-2 +00000-0 0  9990,2 00985 048.7049 157.7134 0442724 160.3983 201.4382 15.14526549001965,15/08/2004 23:35,SL-7 DEB,1965-006C,12/02/1965 11:41,15.14526549,0.0442724,48.7049,157.7134,160.3983,201.4382,196,0.0,0.02488024,0.0076048,6900.557,95.079,827.926,216.918,DEBRIS,CIS,23/01/1965,PKMTR,05/03/1965,1965,6,12/02/1965 23:23,LEO,1,41,SMALL
986,0 SL-7 DEB,1 00986U 65006  D 65049.17671918  .00006000 +00000-0 +00000-0 0  9990,2 00986 048.6044 129.0607 0388930 185.8261 173.6041 15.39942200002827,15/08/2004 23:35,SL-7 DEB,1965-006D,18/02/1965 04:14,15.399422,0.038893,48.6044,129.0607,185.8261,173.6041,282,0.0,6e-05,0.0,6824.421,93.51,711.708,180.864,DEBRIS,CIS,25/01/1965,PKMTR,04/03/1965,1965,6,18/02/1965 08:28,LEO,1,38,SMALL
987,0 OSO 2,1 00987U 65007  A 89221.41631787  .12086464 +11135-4 +26704-3 0  9999,2 00987 032.8206 195.1834 0001239 283.9518 076.2624 16.46992651356436,17/08/2004 14:36,OSO 2,1965-007A,09/08/1989 09:59,16.46992651,0.0001239,32.8206,195.1834,283.9518,76.2624,35643,0.00026704,0.12086464,1.11e-05,6525.408,87.432,148.081,146.464,PAYLOAD,US,03/02/1965,AFETR,09/08/1989,1965,7,09/08/1989 19:58,LEO,1,8953,MEDIUM
988,0 DELTA 1 R/B,1 00988U 65007  B 77253.68061614  .09773393 +00000-0 +12421-2 0  9992,2 00988 032.8560 151.9585 0006538 271.3599 090.0331 16.27656867700482,15/08/2004 23:39,DELTA 1 R/B,1965-007B,10/09/1977 16:20,16.27656867,0.0006538,32.856,151.9585,271.3599,90.0331,70048,0.0012421,0.09773393,0.0,6576.985,88.47,203.15,194.55,ROCKET BODY,US,03/02/1965,AFETR,11/09/1977,1965,7,11/09/1977 08:40,LEO,1,4603,LARGE
1000,0 TITAN 3A DEB (TRUSS),1 01000U 65008B   25193.63826379  .00000014  00000-0  75847-3 0  9993,2 01000  32.1464  61.0816 0012261 230.5107 129.4306  9.88890751183748,12/07/2025 17:51,TITAN 3A DEB (TRUSS),1965-008B,12/07/2025 15:19,9.88890751,0.0012261,32.1464,61.0816,230.5107,129.4306,18374,0.00075847,1.4e-07,0.0,9168.599,145.618,2801.705,2779.222,DEBRIS,US,11/02/1965,AFETR,,1965,8,13/07/2025 06:38,MEO,0,22067,LARGE
1001,0 TITAN 3A TRANSTAGE R/B,1 01001U 65008A   25193.47764313 -.00000004  00000-0 -15621-2 0  9999,2 01001  32.1403 196.9337 0018060 111.3307 248.9120  9.90722936187780,12/07/2025 17:51,TITAN 3A TRANSTAGE R/B,1965-008A,12/07/2025 11:27,9.90722936,0.001806,32.1403,196.9337,111.3307,248.912,18778,-0.0015621,-4e-08,0.0,9157.291,145.348,2795.694,2762.618,ROCKET BODY,US,11/02/1965,AFETR,,1965,8,12/07/2025 22:55,MEO,0,22067,LARGE
1002,0 LES 1,1 01002U 65008C   25193.52130501 -.00000003  00000-0 -14945-2 0  9999,2 01002  32.1410 129.3571 0015418 127.2528 232.9377  9.88354832182587,12/07/2025 17:51,LES 1,1965-008C,12/07/2025 12:30,9.88354832,0.0015418,32.141,129.3571,127.2528,232.9377,18258,-0.0014945,-3e-08,0.0,9171.913,145.697,2807.919,2779.636,PAYLOAD,US,11/02/1965,AFETR,,1965,8,13/07/2025 01:01,MEO,0,22067,LARGE
1085,0 PEGASUS 1,1 01085U 65009  A 78260.10482279  .18241631 +00000-0 +00000-0 0  9996,2 01085 031.7228 272.6338 0025530 308.3466 054.6075 16.42422799752002,15/08/2004 23:41,PEGASUS 1,1965-009A,17/09/1978 02:30,16.42422799,0.002553,31.7228,272.6338,308.3466,54.6075,75200,0.0,0.18241631,0.0,6537.506,87.675,176.061,142.681,PAYLOAD,US,27/01/1965,AFWTR,17/09/1978,1965,9,17/09/1978 05:01,LEO,1,4981,MEDIUM
1088,0 APOLLO MODEL 3,1 01088U 65009  B 85190.71642387  .06117589 -17622-4 +30724-3 0  9997,2 01088 031.7218 295.8597 0002569 305.8509 054.2728 16.42574391123060,16/08/2004 23:18,APOLLO MODEL 3,1965-009B,09/07/1985 17:11,16.42574391,0.0002569,31.7218,295.8597,305.8509,54.2728,12306,0.00030724,0.06117589,-1.76e-05,6537.104,87.667,160.648,157.29,PAYLOAD,US,16/02/1965,AFETR,10/07/1985,1965,9,10/07/1985 10:23,LEO,1,7449,MEDIUM
1089,0 COSMOS 54,1 01089U 65011  A 68259.30950780  .05174349 +00000-0 +00000-0 0  9996,2 01089 055.9606 095.7202 0025404 052.4849 307.8435 16.34573151186969,15/08/2004 23:36,COSMOS 54,1965-011A,15/09/1968 07:25,16.34573151,0.0025404,55.9606,95.7202,52.4849,307.8435,18696,0.0,0.05174349,0.0,6558.419,88.096,196.945,163.623,PAYLOAD,CIS,29/01/1965,PKMTR,15/09/1968,1965,11,15/09/1968 14:51,LEO,1,1325,MEDIUM
1090,0 COSMOS 55,1 01090U 65011  B 68031.68475490  .02835751 +00000-0 +00000-0 0  9995,2 01090 055.9841 284.9351 0059422 314.6047 045.0085 16.19128986153476,15/08/2004 23:36,COSMOS 55,1965-011B,31/01/1968 16:26,16.19128986,0.0059422,55.9841,284.9351,314.6047,45.0085,15347,0.0,0.02835751,0.0,6600.059,88.936,261.142,182.705,PAYLOAD,CIS,31/01/1965,PKMTR,02/02/1968,1965,11,01/02/1968 08:52,LEO,1,1097,MEDIUM
1091,0 COSMOS 56,1 01091U 65011  C 67306.50418862  .06617857 +00000-0 +00000-0 0  9990,2 01091 055.9645 209.5092 0030662 168.8124 191.3543 16.32114696141495,15/08/2004 23:35,COSMOS 56,1965-011C,02/11/1967 12:06,16.32114696,0.0030662,55.9645,209.5092,168.8124,191.3543,14149,0.0,0.06617857,0.0,6565.004,88.229,206.998,166.739,PAYLOAD,CIS,02/02/1965,PKMTR,02/11/1967,1965,11,03/11/1967 00:12,LEO,1,1003,MEDIUM
1092,0 SL-8 R/B,1 01092U 65011  D 69357.13122839  .04859954 +00000-0 +00000-0 0  9998,2 01092 055.9651 289.3767 0023020 134.7193 225.5724 16.35984251250965,15/08/2004 23:36,SL-8 R/B,1965-011D,23/12/1969 03:08,16.35984251,0.002302,55.9651,289.3767,134.7193,225.5724,25096,0.0,0.04859954,0.0,6554.647,88.02,191.601,161.424,ROCKET BODY,CIS,04/02/1965,PKMTR,23/12/1969,1965,11,23/12/1969 06:17,LEO,1,1783,LARGE
1094,0 SL-8 DEB,1 01094U 65011  E 66053.72861241  .00488032 +29917-3 +00000-0 0  9994,2 01094 056.0020 030.2295 0386477 079.3408 284.9911 15.19348411052846,15/08/2004 23:35,SL-8 DEB,1965-011E,22/02/1966 17:29,15.19348411,0.0386477,56.002,30.2295,79.3408,284.9911,5284,0.0,0.00488032,0.00029917,6885.95,94.777,773.941,241.688,DEBRIS,CIS,06/02/1965,PKMTR,08/04/1966,1965,11,23/02/1966 10:58,LEO,1,426,SMALL
1095,0 SL-4 R/B,1 01095U 65012  B 65061.26905117  .02794738 +21008-1 +00000-0 0  9990,2 01095 064.7387 271.1748 0142419 063.8950 297.5845 16.10133112001273,15/08/2004 23:35,SL-4 R/B,1965-012B,02/03/1965 06:27,16.10133112,0.0142419,64.7387,271.1748,63.895,297.5845,127,0.0,0.02794738,0.021008,6624.619,89.433,340.831,152.137,ROCKET BODY,CIS,08/02/1965,TTMTR,05/03/1965,1965,12,02/03/1965 12:54,LEO,1,25,LARGE
1096,0 OPS 4782,1 01096U 65013  A 65071.79297885  .01325826 +48092-2 +00000-0 0  9997,2 01096 075.0740 159.3408 0096537 118.5462 242.4290 16.11223460002391,15/08/2004 23:35,OPS 4782,1965-013A,12/03/1965 19:01,16.1122346,0.0096537,75.074,159.3408,118.5462,242.429,239,0.0,0.01325826,0.0048092,6621.63,89.373,307.418,179.572,PAYLOAD,US,25/12/1964,AFWTR,18/03/1965,1965,13,13/03/1965 14:03,LEO,1,83,MEDIUM
1097,0 COSMOS 58,1 01097U 65014  A 90056.68348170  .20179781 +34100-4 +31171-3 0  9993,2 01097 064.9616 015.9124 0002268 211.1486 149.3621 16.48528665373194,29/04/2005 09:12,COSMOS 58,1965-014A,25/02/1990 16:24,16.48528665,0.0002268,64.9616,15.9124,211.1486,149.3621,37319,0.00031171,0.20179781,3.41e-05,6521.354,87.35,144.698,141.74,PAYLOAD,CIS,26/02/1965,TTMTR,25/02/1990,1965,14,26/02/1990 08:48,LEO,1,9130,MEDIUM
1098,0 SL-3 R/B,1 01098U 65014  B 88207.13394524  .08906250 +33120-4 +10593-3 0  9994,2 01098 064.9788 083.3650 0012143 274.6877 086.0250 16.49156631292252,16/08/2004 23:25,SL-3 R/B,1965-014B,25/07/1988 03:12,16.49156631,0.0012143,64.9788,83.365,274.6877,86.025,29225,0.00010593,0.0890625,3.31e-05,6519.698,87.317,149.48,133.646,ROCKET BODY,CIS,26/02/1965,TTMTR,25/07/1988,1965,14,25/07/1988 06:25,LEO,1,8550,LARGE
1099,0 THOR ABLESTAR DEB,1 01099U 64083G   25193.42471183  .00000140  00000-0  16627-3 0  9990,2 01099  89.8305 144.3061 0038111 204.1899 276.5321 13.62700416936138,12/07/2025 17:51,THOR ABLESTAR DEB,1964-083G,12/07/2025 10:11,13.62700416,0.0038111,89.8305,144.3061,204.1899,276.5321,93613,0.00016627,1.4e-06,0.0,7404.031,105.673,1054.114,997.679,DEBRIS,US,13/12/1964,AFWTR,,1964,83,12/07/2025 20:23,LEO,0,22127,SMALL
1100,0 COSMOS 57 DEB,1 01100U 65012  C 65061.91463922  .09143209 +1064303 +00000-0 0  9994,2 01100 064.8523 269.0466 0179321 047.9362 313.6205 16.03366401001370,15/08/2004 23:35,COSMOS 57 DEB,1965-012C,02/03/1965 21:57,16.03366401,0.0179321,64.8523,269.0466,47.9362,313.6205,137,0.0,0.09143209,106.43,6643.244,89.811,384.237,145.982,DEBRIS,CIS,10/02/1965,PKMTR,09/03/1965,1965,12,03/03/1965 19:54,LEO,1,27,SMALL
1101,0 COSMOS 57 DEB,1 01101U 65012  D 65054.37873243  .02655395 +15979-1 +00000-0 0  9991,2 01101 064.9779 296.4382 0186652 067.4264 294.5541 15.97669598000171,15/08/2004 23:35,COSMOS 57 DEB,1965-012D,23/02/1965 09:05,15.97669598,0.0186652,64.9779,296.4382,67.4264,294.5541,17,0.0,0.02655395,0.015979,6659.027,90.131,405.184,156.6,DEBRIS,CIS,12/02/1965,PKMTR,02/03/1965,1965,12,23/02/1965 18:10,LEO,1,18,SMALL
1102,0 COSMOS 57 DEB,1 01102U 65012  E 65056.17547223  .00534428 +90417-3 +00000-0 0  9991,2 01102 064.7486 288.6337 0031487 034.4821 325.7217 16.42604166000477,15/08/2004 23:35,COSMOS 57 DEB,1965-012E,25/02/1965 04:12,16.42604166,0.0031487,64.7486,288.6337,34.4821,325.7217,47,0.0,0.00534428,0.00090417,6537.025,87.665,179.473,138.307,DEBRIS,CIS,14/02/1965,PKMTR,26/02/1965,1965,12,25/02/1965 08:25,LEO,1,12,SMALL
